book_name,author,rating_catalog,number_of_reviews_catalog,price_catalog,description,listening_time,genre,year_catalog,rating_advanced,number_of_reviews_advanced,price_advanced,year_advanced,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99,author_encoded,genre_encoded,number_of_reviews_catalog_scaled,number_of_reviews_advanced_scaled
Book 164: The Mystery,J.K. Rowling,3.7,616.0,38.11,A wonderful story about courage,19 hours 21 minutes,Sci-Fi,2008.0,3.7,616.0,38.11,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27196911815696684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529216138900346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205533745102448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4212928580202956,0.4212928580202956,0.0,0.0,0.21118911930130085,0.0,0.36157095745409396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13144467797418896,0.0,0.23692088875700287,0.0,9,11,-0.8416961509719075,-0.8021127384310395
Book 165: The Tale,Leo Tolstoy,5.0,3713.0,31.74,A wonderful story about adventure,16 hours 56 minutes,Psychology,2005.0,5.0,3713.0,31.74,2005.0,0.20877805732902568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5363733358865985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4260389513095334,0.4260389513095334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21010381324653857,0.3828368686286179,0.0,0.0,0.0,0.20574903353614185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13076918055583883,0.0,0.23570334650900102,0.0,13,9,1.0255005429441892,1.0968335847906137
Book 166: The Adventure,Malcolm Gladwell,4.1,1424.0,13.38,A wonderful story about love,24 hours 8 minutes,Psychology,2013.0,,0.0,,,0.24122280996447168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212091913091741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49224671550248483,0.49224671550248483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24275459243165637,0.0,0.0,0.44508349322364515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15109111366391315,0.0,0.2723323719471459,0.0,14,9,-0.35454893473548327,-1.1798172702697667
Book 167: The Mystery,Isaac Asimov,3.9,3656.0,34.27,A wonderful tale about love,13 hours 57 minutes,Business,2016.0,3.9,3656.0,34.27,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3926925591129382,0.3926925591129382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833995447286022,0.5367106086697307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20844440168684364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20974060100144565,0.0,0.0,0.3926925591129382,0.0,0.0,0.0,0.0,0.0,0.0,0.13330612567582373,0.0,0.0,0.25257349662078665,8,2,0.99113495962058,1.0618836524613808
Book 168: The Mystery,Stephen King,4.2,729.0,22.57,A wonderful story about courage,18 hours 22 minutes,Biography,2003.0,4.2,729.0,22.57,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49258678918891485,0.49258678918891485,0.0,0.0,0.0,0.0,0.0,0.0,0.3229862416641004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24408863887065685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25080487220652176,0.0,0.42939597493413656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15610162952813073,0.0,0.2813635163797459,0.0,18,1,-0.773567889295279,-0.7328260304801041
Book 169: The Adventure,Stephen King,3.2,2628.0,32.97,A wonderful story about mystery,9 hours 10 minutes,Fantasy,2017.0,,0.0,,,0.2073279515533361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4304335724072289,0.4304335724072289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20305726666262305,0.0,0.0,0.0,0.0,0.5326478578251312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20864449919322758,0.0,0.0,0.0,0.3825436281662279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129860899549529,0.0,0.2340662262651652,0.0,18,4,0.37134864985443616,-1.1798172702697667
Book 16: The Adventure,Stephen King,4.3,4684.0,38.09,A wonderful tale about adventure,4 hours 32 minutes,Mystery,2016.0,4.3,4684.0,38.09,2016.0,0.429187061788525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625363960496929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21017318456291348,0.0,0.4241431909180942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21148013421266923,0.3842326956346336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13441173151353678,0.0,0.0,0.2546682745681603,18,8,1.6109212693867236,1.6922087478026333
Book 170: The Mystery,Leo Tolstoy,4.4,2856.0,36.5,A wonderful story about adventure,15 hours 1 minutes,Adventure,2002.0,4.4,2856.0,36.5,2002.0,0.4507216729903189,0.5014411927190034,0.0,0.435691675829365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22071869773785474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22679189427192695,0.413244754066107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411558872367821,0.0,0.25442474182171654,0.0,13,0,0.5088109831488727,0.5713582864370598
Book 171: The Adventure,Arthur Conan Doyle,4.7,541.0,10.46,A wonderful saga about mystery,10 hours 14 minutes,Thriller,2016.0,,0.0,,,0.20376363382132195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1995663692184657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5460593823530558,0.0,0.0,0.0,0.0,0.0,0.0,0.2437064385510787,0.0,0.0,0.0,0.37364190715504864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4158063638433267,0.4158063638433267,0.0,0.0,0.0,0.12762837130868243,0.2437064385510787,0.0,0.0,1,14,-0.8869140237661302,-1.1798172702697667
Book 172: The Adventure,Malcolm Gladwell,4.3,4515.0,16.17,A wonderful tale about love,7 hours 13 minutes,Romance,2009.0,4.3,4515.0,16.17,2009.0,0.21894510397754702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29154448453729975,0.0,0.0,0.0,0.0,0.4986158618534878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4014802086036942,0.4014802086036942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21576857317843984,0.0,0.0,0.4039785943829007,0.0,0.0,0.0,0.0,0.0,0.0,0.1371373610816535,0.0,0.0,0.25983249179390405,14,10,1.5090303293570755,1.5885852642299956
Book 173: The Mystery,Mark Twain,4.5,4451.0,13.02,A wonderful saga about mystery,3 hours 37 minutes,Business,2010.0,4.5,4451.0,13.02,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3829909987295189,0.3829909987295189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065894691865629,0.0,0.0,0.5062396196361961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482594434019052,0.0,0.0,0.0,0.3806224097050149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13001276704777867,0.2482594434019052,0.0,0.0,16,2,1.4704444112393389,1.5493432349480498
Book 174: The Journey,Dan Brown,4.4,2388.0,11.0,A wonderful saga about mystery,19 hours 10 minutes,Psychology,2003.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625933243991633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196689428721534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381874129577452,0.0,0.0,0.0,0.0,0.0,0.0,0.4098121165575365,0.4098121165575365,0.0,0.0,0.24019317664639842,0.0,0.0,0.0,0.3682555009271114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12578848600429313,0.24019317664639842,0.0,0.0,4,9,0.226651456912924,-1.1798172702697667
Book 175: The Journey,J.K. Rowling,3.4,2467.0,27.92,A wonderful tale about courage,6 hours 23 minutes,Thriller,2016.0,3.4,2467.0,27.92,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2594709647361219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248384339909664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26179115647117907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19730794885416078,0.0,0.3791182084331272,0.0,0.0,0.40856022587389496,0.40856022587389496,0.0,0.0,0.0,0.12540422837164686,0.0,0.0,0.2376018678082611,9,14,0.2742809495895051,0.3328403272077336
Book 176: The Adventure,James Patterson,3.9,1300.0,31.09,A wonderful story about adventure,25 hours 41 minutes,Comedy,2008.0,3.9,1300.0,31.09,2008.0,0.4748671658476852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46576822751540087,0.46576822751540087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23894130352247567,0.43538258070188446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1487177123525762,0.0,0.2680544631209749,0.0,10,3,-0.42930915108859785,-0.3827135504802449
Book 177: The Tale,Arthur Conan Doyle,3.5,1436.0,11.45,A wonderful story about mystery,4 hours 24 minutes,Self-Help,2017.0,3.5,1436.0,11.45,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20625102133131265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5410255268967975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4194444888132624,0.4194444888132624,0.21192613178065883,0.0,0.0,0.0,0.3885604061841418,0.20753358123852117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319033965309625,0.0,0.23774770053694774,0.0,1,13,-0.3473140750884076,-0.2993242382561103
Book 178: The Adventure,Mark Twain,3.7,2971.0,32.21,A wonderful story about courage,23 hours 16 minutes,Self-Help,2018.0,3.7,2971.0,32.21,2018.0,0.20791069145958724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694473763905777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450179722868939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4141101606587042,0.4141101606587042,0.2092309395404588,0.0,0.35821841290380035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13022590160478595,0.0,0.23472411985707303,0.0,16,13,0.5781450547666807,0.6418713078030559
Book 179: The Adventure,Mark Twain,3.9,4177.0,22.06,A wonderful tale about courage,20 hours 39 minutes,Self-Help,2008.0,3.9,4177.0,22.06,2008.0,0.20479456093071363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654089443618969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368493344438606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4079035471128291,0.4079035471128291,0.0,0.0,0.0,0.0,0.0,0.20182333107232522,0.0,0.38779430905088097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12827409766054465,0.0,0.0,0.24303937428042602,16,13,1.3052484492977792,1.38133829708472
Book 17: The Mystery,George R.R. Martin,4.7,3422.0,37.39,A wonderful tale about courage,8 hours 4 minutes,History,2003.0,4.7,3422.0,37.39,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27437012154494084,0.0,0.0,0.5247447253827567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4008876639954023,0.4008876639954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20734824235742363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20863762526937824,0.0,0.4008876639954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326051005960141,0.0,0.0,0.2512452729196721,7,6,0.8500551965026056,0.918404982899267
Book 180: The Adventure,F. Scott Fitzgerald,3.8,1846.0,17.02,A wonderful tale about mystery,4 hours 38 minutes,Thriller,2022.0,3.8,1846.0,17.02,2022.0,0.2039836053895186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19978180965978995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546648876839447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2010241411527701,0.0,0.0,0.0,0.3972151919235423,0.41625524461859287,0.41625524461859287,0.0,0.0,0.0,0.1277661516007623,0.0,0.0,0.24207697505260684,6,14,-0.10012303714665767,-0.04792998816864571
Book 181: The Journey,Margaret Atwood,3.2,1004.0,16.51,A wonderful story about love,4 hours 42 minutes,Horror,2014.0,3.2,1004.0,16.51,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47815559890488346,0.47815559890488346,0.31143753032614785,0.0,0.3171591148486826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2396937377391849,0.0,0.0,0.4394715050625613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1491860294403093,0.0,0.2688985756583239,0.0,15,7,-0.6077690223831296,-0.5642079359092437
Book 182: The Journey,Yuval Noah Harari,3.9,1656.0,35.9,A wonderful saga about adventure,6 hours 41 minutes,Fantasy,2012.0,3.9,1656.0,35.9,2012.0,0.2016680714320285,0.0,0.0,0.0,0.0,0.5181070156493671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41868309495467776,0.41868309495467776,0.0,0.0,0.0,0.0,0.0,0.0,0.26369414481216885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412000931494055,0.3721005062409436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263158053237443,0.2412000931494055,0.0,0.0,19,4,-0.21467498155868814,-0.164429762599422
Book 183: The Journey,Stephen King,4.3,1147.0,11.68,A wonderful story about love,3 hours 3 minutes,Self-Help,2018.0,4.3,1147.0,11.68,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26485556143938854,0.0,0.2697213638346615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5309819474935177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034454472405292,0.4034454472405292,0.20384254722266312,0.0,0.0,0.37373938872448503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12687215167981583,0.0,0.22867919338961512,0.0,18,13,-0.5215536115888119,-0.4765265267323963
Book 184: The Adventure,Isaac Asimov,3.7,1949.0,25.11,A wonderful saga about adventure,25 hours 7 minutes,History,2015.0,3.7,1949.0,25.11,2015.0,0.406654773654763,0.0,0.0,0.0,0.0,0.0,0.5127509838765393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3850161016362244,0.3850161016362244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24318467615791747,0.375162131684376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12735512582183686,0.24318467615791747,0.0,0.0,8,6,-0.03802382517592536,0.015225152706985637
Book 185: The Tale,Mark Twain,3.3,4057.0,18.67,A wonderful saga about love,16 hours 28 minutes,Mystery,2024.0,3.3,4057.0,18.67,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34910699476156026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25677316707566755,0.0,0.5181849942089912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135662301647056,0.0,0.0,0.5032965722643599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25836989598984433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16421374622376667,0.3135662301647056,0.0,0.0,16,8,1.2328998528270232,1.3077594921810718
